C105547|Program execution faults System Internal Failures Watchdog / safety ÂµC failure;
B10E714|Ignition On Relay General Electrical Failures Circuit short to ground or open;
B154C66|High Side Driver 1 Fuse Strategy Algorithm Based Failures Signal has too many transitions / events;
B154C68|High Side Driver 1 Fuse Strategy Algorithm Based Failures Event information;
B155066|High Side Driver 2 Fuse Strategy Algorithm Based Failures Signal has too many transitions / events;
B155068|High Side Driver 2 Fuse Strategy Algorithm Based Failures Event information;
B157011|HeadlampThermal Resistor #1 General Electrical Failures Circuit short to ground;
B157012|HeadlampThermal Resistor #1 General Electrical Failures Circuit short to battery;
B157013|HeadlampThermal Resistor #1 General Electrical Failures Circuit open;
B157911|HeadlampThermal Resistor #2 General Electrical Failures Circuit short to ground;
B157912|HeadlampThermal Resistor #2 General Electrical Failures Circuit short to battery;
B157913|HeadlampThermal Resistor #2 General Electrical Failures Circuit open;
B157A11|HeadlampThermal Resistor #3 General Electrical Failures Circuit short to ground;
B157A12|HeadlampThermal Resistor #3 General Electrical Failures Circuit short to battery;
B157A13|HeadlampThermal Resistor #3 General Electrical Failures Circuit open;
B157E11|HeadlampThermal Resistor #4 General Electrical Failures Circuit short to ground;
B157E12|HeadlampThermal Resistor #4 General Electrical Failures Circuit short to battery;
B157E13|HeadlampThermal Resistor #4 General Electrical Failures Circuit open;
B159011|HeadlampThermal Resistor #5 General Electrical Failures Circuit short to ground;
B159012|HeadlampThermal Resistor #5 General Electrical Failures Circuit short to battery;
B159013|HeadlampThermal Resistor #5 General Electrical Failures Circuit open;
B15A214|Exterior Light Relay General Electrical Failures Circuit short to ground or open;
B15A301|Headlamp Swivelling Feedback Sensor  General electrical failure;
B15A323|Headlamp Swivelling Feedback Sensor General Signal Failures Signal stuck low;
B15A324|Headlamp Swivelling Feedback Sensor General Signal Failures Signal stuck high;
B15A401|Headlamp Control Module Left/Right Detection  General electrical failure;
B15A771|Headlamp Control Module Fan Diag Spin Speed Error (Stall) Mechanical Failures Actuator stuck;
B15A801|Headlamp Control Module Stepper Motor Swiveling  General electrical failure;
B15A813|Headlamp Control Module Stepper Motor Swiveling General Electrical Failures Circuit open;
B15A863|Headlamp Control Module Stepper Motor Swiveling Algorithm Based Failures Circuit / component protection time-out;
B15A901|Headlamp Control Module Stepper Motor Leveling  General electrical failure;
B15A913|Headlamp Control Module Stepper Motor Leveling General Electrical Failures Circuit open;
B15A963|Headlamp Control Module Stepper Motor Leveling Algorithm Based Failures Circuit / component protection time-out;
B15AA11|Headlamp Control Module LED Channel 1 General Electrical Failures Circuit short to ground;
B15AA12|Headlamp Control Module LED Channel 1 General Electrical Failures Circuit short to battery;
B15AA13|Headlamp Control Module LED Channel 1 General Electrical Failures Circuit open;
B15AB11|Headlamp Control Module LED Channel 2 General Electrical Failures Circuit short to ground;
B15AB12|Headlamp Control Module LED Channel 2 General Electrical Failures Circuit short to battery;
B15AB13|Headlamp Control Module LED Channel 2 General Electrical Failures Circuit open;
B15AC11|Headlamp Control Module LED Channel 3 General Electrical Failures Circuit short to ground;
B15AC12|Headlamp Control Module LED Channel 3 General Electrical Failures Circuit short to battery;
B15AC13|Headlamp Control Module LED Channel 3 General Electrical Failures Circuit open;
B15AD11|Headlamp Control Module LED Channel 4 General Electrical Failures Circuit short to ground;
B15AD12|Headlamp Control Module LED Channel 4 General Electrical Failures Circuit short to battery;
B15AD13|Headlamp Control Module LED Channel 4 General Electrical Failures Circuit open;
B15AE11|Headlamp Control Module LED Channel 5 General Electrical Failures Circuit short to ground;
B15AE12|Headlamp Control Module LED Channel 5 General Electrical Failures Circuit short to battery;
B15AE13|Headlamp Control Module LED Channel 5 General Electrical Failures Circuit open;
B15AF11|Headlamp Control Module LED Channel 6 General Electrical Failures Circuit short to ground;
B15AF12|Headlamp Control Module LED Channel 6 General Electrical Failures Circuit short to battery;
B15AF13|Headlamp Control Module LED Channel 6 General Electrical Failures Circuit open;
B15B011|Headlamp Control Module LED Channel 7 General Electrical Failures Circuit short to ground;
B15B012|Headlamp Control Module LED Channel 7 General Electrical Failures Circuit short to battery;
B15B013|Headlamp Control Module LED Channel 7 General Electrical Failures Circuit open;
B15B111|Headlamp Control Module LED Channel 8 General Electrical Failures Circuit short to ground;
B15B112|Headlamp Control Module LED Channel 8 General Electrical Failures Circuit short to battery;
B15B113|Headlamp Control Module LED Channel 8 General Electrical Failures Circuit open;
B15B211|Headlamp Control Module High Side Driver Channel 1 General Electrical Failures Circuit short to ground;
B15B215|Headlamp Control Module High Side Driver Channel 1 General Electrical Failures Circuit short to battery or open;
B15B311|Headlamp Control Module High Side Driver Channel 2 General Electrical Failures Circuit short to ground;
B15B315|Headlamp Control Module High Side Driver Channel 2 General Electrical Failures Circuit short to battery or open;
B15B411|Headlamp Control Module High Side Driver Channel 3 General Electrical Failures Circuit short to ground;
B15B415|Headlamp Control Module High Side Driver Channel 3 General Electrical Failures Circuit short to battery or open;
B15CD62|Headlamp Control Module Supply Voltage  Algorithm Based Failures Signal compare failure;
B15D096|Stepper Motor Swivelling Driver Component Failures Component internal failure;
B15D196|Stepper Motor Levelling Driver Component Failures Component internal failure;
B15D296|LED Driver Failure Component Failures Component internal failure;
B15D309|Side Detection Inconsistency  Component Failures;
B15D511|Headlamp FAN Control Line General Electrical Failures Circuit short to ground;
B15D512|Headlamp FAN Control Line General Electrical Failures Circuit short to battery;
B15E066|High Side Driver 3 Fuse Strategy Algorithm Based Failures Signal has too many transitions / events;
B15E068|High Side Driver 3 Fuse Strategy Algorithm Based Failures Event information;
B160221|Headlamp Control Module LED Channel 1 Signal Amplitude General Signal Failures Signal amplitude < minimum;
B160346|Parameter Block Invalid Checksum System Internal Failures Calibration / parameter memory failure;
B161021|Headlamp Control Module LED Channel 2 General Signal Failures Signal amplitude < minimum;
B161121|Headlamp Control Module LED Channel 3 General Signal Failures Signal amplitude < minimum;
B161221|Headlamp Control Module LED Channel 4 General Signal Failures Signal amplitude < minimum;
B161321|Headlamp Control Module LED Channel 5 General Signal Failures Signal amplitude < minimum;
B161421|Headlamp Control Module LED Channel 6 General Signal Failures Signal amplitude < minimum;
B161521|Headlamp Control Module LED Channel 7 General Signal Failures Signal amplitude < minimum;
B161621|Headlamp Control Module LED Channel 8 General Signal Failures Signal amplitude < minimum;
B168711|Headlamp Control Module LED Channel 9 General Electrical Failures Circuit short to ground;
B168712|Headlamp Control Module LED Channel 9 General Electrical Failures Circuit short to battery;
B168713|Headlamp Control Module LED Channel 9 General Electrical Failures Circuit open;
B168721|Headlamp Control Module LED Channel 9 General Signal Failures Signal amplitude < minimum;
B168A11|Headlamp Control Module LED Channel 10 General Electrical Failures Circuit short to ground;
B168A12|Headlamp Control Module LED Channel 10 General Electrical Failures Circuit short to battery;
B168A13|Headlamp Control Module LED Channel 10 General Electrical Failures Circuit open;
B168A21|Headlamp Control Module LED Channel 10 General Signal Failures Signal amplitude < minimum;
B16F511|Headlamp Control Module LED Channel 11 General Electrical Failures Circuit short to ground;
B16F512|Headlamp Control Module LED Channel 11 General Electrical Failures Circuit short to battery;
B16F513|Headlamp Control Module LED Channel 11 General Electrical Failures Circuit open;
B16F521|Headlamp Control Module LED Channel 11 General Signal Failures Signal amplitude < minimum;
B16F611|Headlamp Control Module LED Channel 12 General Electrical Failures Circuit short to ground;
B16F612|Headlamp Control Module LED Channel 12 General Electrical Failures Circuit short to battery;
B16F613|Headlamp Control Module LED Channel 12 General Electrical Failures Circuit open;
B16F621|Headlamp Control Module LED Channel 12 General Signal Failures Signal amplitude < minimum;
B180E87|LED Matrix Manager Bus Signal / Message Failures Missing message;
B182111|Fan Supply General Electrical Failures Circuit short to ground;
B182115|Fan Supply General Electrical Failures Circuit short to battery or open;
B182341|Leveling Switch System Internal Failures General checksum failure;
U003787|Body CAN Bus Signal / Message Failures Missing message;
U003788|Body CAN Bus Signal / Message Failures Bus off;
U100246|Data Integrity fault in NVM System Internal Failures Calibration / parameter memory failure;
U100544|Data Integrity fault in RAM System Internal Failures Data memory failure;
U201449|Control Module Hardware System Internal Failures Internal electronic failure;
U201498|Control Module Hardware Component Failures Component or system over temperature;
U210156|Control Module Configuration Incompatible System Programming Failures Invalid / incompatible configuration;
U230054|Central Configuration System Programming Failures Missing calibration;
U230055|Central Configuration System Programming Failures Not configured;
U230056|Central Configuration System Programming Failures Invalid / incompatible configuration;
U230057|Central Configuration System Programming Failures Invalid / Incompatible Software Component;
U279982|Corrupted Data Received in SuspPosnVertLvl Bus Signal / Message Failures Alive / sequence counter incorrect / not updated;
U279A82|Corrupted Data Received in SteerWhlSnsr Bus Signal / Message Failures Alive / sequence counter incorrect / not updated;
U2D3E82|Corrupted Data Received in VehSpdLgtSafe Bus Signal / Message Failures Alive / sequence counter incorrect / not updated;
U2D3E83|Corrupted Data Received in VehSpdLgtSafe Bus Signal / Message Failures Value of signal protection calculation incorrect;
U2D5A82|Corrupted Data Received in VehModMngtGlbSafe1 Bus Signal / Message Failures Alive / sequence counter incorrect / not updated;
U2D5A83|Corrupted Data Received in VehModMngtGlbSafe1 Bus Signal / Message Failures Value of signal protection calculation incorrect;
U2D8B82|Corrupted Data Recieved In IndcrOutSafe Bus Signal / Message Failures Alive / sequence counter incorrect / not updated;
U2D8B83|Corrupted Data Recieved In IndcrOutSafe Bus Signal / Message Failures Value of signal protection calculation incorrect;
U2D8C82|Corrupted Data Received In HdlampRiReq/HdlampLeReq Bus Signal / Message Failures Alive / sequence counter incorrect / not updated;
U2D8C83|Corrupted Data Received In HdlampRiReq/HdlampLeReq Bus Signal / Message Failures Value of signal protection calculation incorrect;
U2E0368|ECU Supply Voltage Too High  Algorithm Based Failures Event information;
U2E0468|ECU Supply Voltage Too Low Algorithm Based Failures Event information;
U2F0078|Headlamp Control Module swivelling motor Alignment or adjustment incorrect Mechanical Failures Alignment or adjustment incorrect Mechanical Failures Alignment or adjustment incorrect;
U2F0F86|Matrix NTC General Electrical failure Open circuit/Short to Gnd) Bus Signal / Message Failures Signal invalid;
U2F1068|Low Beam Flat Derating Prevented Algorithm Based Failures Event information;
U2F1168|Turn Indicator Derating Prevented Algorithm Based Failures Event information;
U2F7001|Binning Resistor #1 General Failure due to electrical failure or invalid value  General electrical failure;
U2F7101|Binning Resistor #2 General Failure due to electrical failure or invalid value  General electrical failure;
U2FE066|Fan High Side Driver Fuse Strategy Algorithm Based Failures Signal has too many transitions/events Algorithm Based Failures Signal has too many transitions / events;
U2FE068|Fan High Side Driver Fuse Strategy Algorithm Based Failures Event information Algorithm Based Failures Event information;
U30001C|Control Module General Electrical Failures Circuit voltage out of range;
U300362|Supply Voltage Algorithm Based Failures Signal compare failure;
